"address","business_id","categories","city","is_open","latitude","longitude","name","postal_code","review_count","stars","state"
"330 N Tryon St","3qUM5BxoyZ6BayMmhWJAXg","Bars, Sports Bars, American (Traditional), Nightlife, Restaurants","Charlotte",False,"35","-81","Fox and Hound Smokehouse & Tavern","28202","42","3","NC"
"10403 Park Rd, Ste F2","D2g3s9PGHTitU_I_ctbyWg","Dry Cleaning & Laundry, Laundry Services, Local Services","Charlotte",True,"35","-81","Pineville Coin Laundry","28210","28","5","NC"
"3126 Milton Rd, Ste D","kVqddTBFpDVU-5NWpxh95g","Waxing, Hair Removal, Nail Salons, Beauty & Spas","Charlotte",True,"35","-81","Lee Nails","28215","12","3","NC"
"2507 Park Rd","oDfEqPMoYd1xX1Mnx7PMcA","Auto Repair, Tires, Automotive","Charlotte",False,"35","-81","Summerfield Auto Repair","28203","10","3","NC"
"4301 Monroe Rd","Zsz_dLOEwihJHvMTK9a8Vg","Seafood, Bars, Ethiopian, Restaurants, Nightlife","Charlotte",True,"35","-81","Red Sea Restaurant & Bar","28205","78","5","NC"
"1848 Galleria Blvd, Ste C","h6e3PUrR1bxmUVRbRfSoAQ","Discount Store, Shopping","Charlotte",True,"35","-81","Dollar Tree","28270","4","4","NC"
"4400 Sharon Rd","5MiDqqVh-csKUeLzU0vbow","Mobile Phone Repair, Mobile Phones, Electronics Repair, Shopping, IT Services & Computer Repair, Local Services","Charlotte",True,"35","-81","ER Electronic Repair","28211","9","4","NC"
"8428 Park Rd","up9iQ7mV2W2uSTFyGpwj_A","Food, Acai Bowls, Specialty Food, Fruits & Veggies, Organic Stores, Juice Bars & Smoothies","Charlotte",True,"35","-81","Clean Juice Quail Corners","28210","9","5","NC"
"4800 E Independence Blvd","dBELBH3cV2WNHnYQEs14aQ","Automotive, Car Dealers, Auto Repair","Charlotte",True,"35","-81","Keffer Dodge","28212","3","3","NC"
"9916 Couloak Dr","eTmYzXZz_rGE1RJ5EAtD9Q","Dentists, Pediatric Dentists, Orthodontists, Health & Medical","Charlotte",True,"35","-81","Smile Pediatric Dentistry and Orthodontics","28216","11","4","NC"
"9330 Center Lake Dr, Ste 100","mkAb0midYXqRLFJI1CHLWA","Steakhouses, Barbeque, Restaurants, Fast Food, Event Planning & Services, Southern, Caterers","Charlotte",True,"35","-81","Shane's Rib Shack","28216","58","4","NC"
"8411 Northlake Commons Blvd","qs-o8DFpkPNoUSfy5IPIFg","Restaurants, Chicken Wings, Fast Food, Event Planning & Services, Caterers","Charlotte",True,"35","-81","Chick-fil-A","28216","31","4","NC"
"334 N Sharon Amity Rd","injYKO_LWoKvLOiRW5cpqQ","Bed & Breakfast, Hotels, Event Planning & Services, Hotels & Travel","Charlotte",True,"35","-81","Ms Elsie's Caribbean Bed & Breakfast","28211","4","5","NC"
"101 W Worthington Ave","bKKVa2WXYnMTtiUPd3sV7Q","Restaurants, Tex-Mex, Mexican","Charlotte",True,"35","-81","Superica","28203","227","4","NC"
"2000 S Blvd, Ste 610","_ABVTPkUnbCWgBmakmKXMw","Local Flavor, Nightlife, Shopping, Bars, Tasting Classes, Wine Bars, Food, Wine Tasting Classes, Beer, Wine & Spirits, Education","Charlotte",True,"35","-81","Vin Master","28203","72","5","NC"
"5518 New Fashion Way","eyNs7kRLV93byd6PSeEKag","Women's Clothing, Men's Clothing, Fashion, Children's Clothing, Shopping","Charlotte",True,"35","-81","Old Navy","28278","6","2","NC"
"5501 Josh Birmingham Pkwy","yVPiqeEWOzJuskp5G-twRw","Chinese, Restaurants, Fast Food","Charlotte",False,"35","-81","Manchu Wok","28208","14","1","NC"
"10210 Berkeley Place Dr, Unit 120","JWOYA3FC2RlHl7v2bLzD5A","Ethnic Food, Grocery, Specialty Food, Butcher, Meat Shops, Food, Halal, Restaurants","Charlotte",True,"35","-81","Holy Joes Meats & More","28262","13","4","NC"
"10223 University City Blvd, Ste D","ZDqHjJ0nUpFzUDsGEDPDLw","Local Services, Notaries, Professional Services, Financial Services, Accountants, Payroll Services, Tax Services","Charlotte",True,"35","-81","Perry G Walker Accounting & Tax Service","28213","4","5","NC"
"4740 Old Pineville Rd, Ste G","oYMR9y0_8Cc4TZ4SWi5t3w","Lingerie, Fashion, Adult, Shopping","Charlotte",True,"35","-81","Just For Pleasure","28217","5","5","NC"
"1635 Galloway Rd","fjyaBnzX4xORg14AOfS5YQ","Bakeries, Food","Charlotte",True,"35","-81","Cheesecake Etc","28262","4","5","NC"
"505 East 6th St","J5_fv_596MBv04PGmtRgYw","Cocktail Bars, Tapas/Small Plates, Bars, Nightlife, Lounges, Restaurants, Asian Fusion","Charlotte",False,"35","-81","Reign Restaurant & Lounge","28202","5","5","NC"
"8505 S Tryon St","QavyoOrDgrpZmn_WmXHFNw","Hotels & Travel, American (New), Gas Stations, Restaurants, Convenience Stores, Food, Automotive","Charlotte",False,"35","-81","Kangaroo Express","28273","4","4","NC"
"5418 South Blvd","NvDxk92K23A1uXmCeBT9ew","Pawn Shops, Jewelry, Shopping, Guns & Ammo","Charlotte",True,"35","-81","National Pawn and Jewelry","28217","3","4","NC"
"401 E Blvd, Ste 210","Qt_N75Fc6JiPOIZPLMV9jg","Pet Sitting, Pets, Pet Transportation, Pet Services, Dog Walkers","Charlotte",True,"35","-81","Little Friends Pet Sitting & Dog Walking","28203","46","5","NC"
"8404 N Tryon St","OsdllA8XJkHnsJjjW6S0Zw","Fitness & Instruction, Active Life, Gyms","Charlotte",False,"35","-81","Sports & Fitness Clubs of Charlotte - University","28262","3","3","NC"
"8410 Rea Rd, Ste 110","uLaq85HRYcwss7EuHlC4Dw","Grocery, Specialty Food, Meat Shops, Beer, Wine & Spirits, Food, Butcher","Charlotte",True,"35","-81","The Butcher's Market","28277","66","4","NC"
"Southpark Mall, 4400 Sharon Rd","Ff3FKbwZ-fCT74G1F3_j1g","Restaurants, Vegetarian, Sandwiches, American (New), Food, Salad","Charlotte",False,"35","-81","Crunch Bistro","28211","41","5","NC"
"3611 Mt Holly-Huntersville Rd, Ste 201","yfKpKKBnz-oNSWfdvapO_A","Food, Ice Cream & Frozen Yogurt, Bakeries, Coffee & Tea","Charlotte",True,"35","-81","Coppa Coffee and Tea Cafe","28216","26","4","NC"
NULL,"ZtEqyWklASMzaxLksTDT8A","Real Estate Agents, Home Services, Property Management, Real Estate, Real Estate Services","Charlotte",True,"35","-81","Bowman Real Estate","28262","5","3","NC"
"8826 Albemarle Rd","xCb65EW0rFcDZXNhVZrvNQ","Home & Garden, Shopping","Charlotte",True,"35","-81","Lowe's Home Improvement","28227","16","3","NC"
"401 S Sharon Amity Rd","bJVnnH5aydAZooxQtgnPwQ","Doctors, Health & Medical","Charlotte",True,"35","-81","Gist Robert Dr","28211","4","3","NC"
"1710 Kenilworth Ave, Ste 200","nM8SwE0na37A42CIM2CzZA","Shopping, Event Planning & Services, Flowers & Gifts, Jewelry, Arts & Entertainment, Arts & Crafts, Supernatural Readings, Bookstores, Books, Mags, Music & Video, Cards & Stationery, Local Flavor","Charlotte",False,"35","-81","The Bag Lady","28203","20","4","NC"
"345 N College St","1rgJ-WYCEWM-RIyQN6AteA",NULL,"Charlotte",True,"35","-81","North Carolina Blumenthal Center-Spirit Square","28202","3","3","NC"
"1918 Randolph Rd, Ste 550","bBFqJP3axZIo1oPIAE8m_g","Health & Medical, Cosmetic Surgeons, Doctors, Dermatologists, Skin Care, Beauty & Spas","Charlotte",True,"35","-81","Dermatology Laser & Vein Specialists Of The Carolinas","28207","5","4","NC"
"8439 Davis Lake Pkwy","2FJLy5wfH2vqSAPX80FjnA","Health Markets, Food, Juice Bars & Smoothies, Specialty Food","Charlotte",True,"35","-81","Smoothie King","28269","9","5","NC"
"550 S Tryon St, Ste 170","zBHujp3JrExKfOTJp6LyQQ","Beauty & Spas, Yoga, Fitness & Instruction, Gyms, Active Life, Trainers, Massage","Charlotte",True,"35","-81","Charlotte Athletic Club","28202","4","4","NC"
"201 W Arrowood Rd","HzdcgY_5sgDm2OLC_b1S6A","Grocery, Food, Butcher, International Grocery","Charlotte",True,"35","-81","Compare Foods Express","28273","3","3","NC"
"2910 Mt Holly Huntersville Rd","gfvjmYS2BtjXs7K0aN1SYw","Chicken Wings, Greek, Breakfast & Brunch, Salad, Restaurants, Sandwiches","Charlotte",False,"35","-81","Mr Geero","28214","32","4","NC"
"6035 Nations Ford Rd.","RVpBgswTljtlL5Jt6oRvnQ","Hotels & Travel, Hotels, Apartments, Home Services, Real Estate, Event Planning & Services","Charlotte",True,"35","-81","Extended Stay America - Charlotte - Tyvola Rd.","28217","5","2","NC"
"4722-D Sharon Rd","7crU-PqmFD9hrWRaeYLlpg","Health & Medical, Massage, Beauty & Spas, Massage Therapy","Charlotte",True,"35","-81","Elements Massage","28210","44","5","NC"
"6721 E Independence Blvd, Ste B","mIVUcr2Tv2DeE7eX2xrGZQ","Men's Hair Salons, Hair Stylists, Hair Salons, Beauty & Spas, Barbers","Charlotte",True,"35","-81","Diamond Cutz Barbershop","28212","4","3","NC"
"5815 Blakeney Park Dr","_T_OehlhqKO-pwimW54p6w","Doctors, Health & Medical, Family Practice","Charlotte",True,"35","-81","Blakeney Family Physicians","28277","15","3","NC"
"1408 E Blvd, Ste B","gjGJrvoLiFvexOnTvmzC5A","Pets, Pet Stores","Charlotte",True,"35","-81","Pet Supermarket","28203","15","5","NC"
"11301 Golf Links Dr N, Ste 203","tAgw5srSCcmIVy9W2T543Q","Beauty & Spas, Weight Loss Centers, Medical Spas, Health & Medical, Doctors, Dermatologists, Medical Centers","Charlotte",True,"35","-81","Darst Dermatology","28277","13","3","NC"
"4400 Sharon Rd","YusEQe7E7UakN21E1EKFzQ","Beer Bar, Wine Bars, Nightlife, Bars, Food, Coffee & Tea","Charlotte",True,"35","-81","The Suffolk Punch","28211","6","4","NC"
"14126 Rivergate Pkwy","7htadHUhD1kKC26TaP9nBw","Venues & Event Spaces, Paint-Your-Own Pottery, Arts & Crafts, Shopping, Team Building Activities, Event Planning & Services, Arts & Entertainment, Paint & Sip","Charlotte",True,"35","-81","Art Space Studio","28273","11","5","NC"
"9428 Steele Creek Rd","Bq56MPsbQFwg6biNTU5g7w","Fashion, Shopping, Beauty & Spas, Food, Department Stores, Convenience Stores, Cosmetics & Beauty Supply, Drugstores","Charlotte",True,"35","-81","Walgreens","28273","3","5","NC"
"4400 Sharon Rd","ipTl9a1SaHciKywXnftt1Q","Accessories, Fashion, Shopping, Women's Clothing, Men's Clothing","Charlotte",True,"35","-81","Banana Republic","28211","11","4","NC"
"230 E WT Harris Blvd","tNPWi75s0o20rNERLg6R_Q","Pakistani, Vegan, Restaurants, Breakfast & Brunch, Vegetarian, Indian, Buffets","Charlotte",False,"35","-81","Bombay Cuisine","28262","8","4","NC"
"118 W 5th St","qcWaROXNmCd3JmOb7H78vg","Mexican, Latin American, Nightlife, Dance Clubs, Restaurants","Charlotte",False,"35","-81","Latorre's Restaurant","28202","10","4","NC"
"2919 Boyer St","xHrEJdxNjZnFYcZv_zC5QQ","Pet Groomers, Pet Training, Pet Boarding, Pet Sitting, Pet Services, Pets","Charlotte",True,"35","-81","Pet Paradise","28208","59","5","NC"
"6320 W Sugar Creek Rd","Mj5IOoLsRwZ6wm8xH95kAg","Restaurants, Seafood, American (New)","Charlotte",False,"35","-81","Long John Silver's","28269","6","2","NC"
"915 S McDowell St","GE9jRYfh_t9inNLcRY0k4w","Auto Repair, Automotive, Oil Change Stations, Auto Parts & Supplies","Charlotte",True,"35","-81","Woodie's Auto Service","28204","16","4","NC"
"9941 Rea Rd","lkjFLCGkJqWyTjgqap92Zw","Furniture Stores, Mattresses, Home Decor, Home & Garden, Shopping","Charlotte",True,"35","-81","Tyndall Pedic Mattress","28277","6","4","NC"
"5301 Wilkinson Blvd","5HgSU7RMELtmIHB6JQWRqA","American (New), Southern, Breakfast & Brunch, Restaurants","Charlotte",True,"35","-81","Community Table Bistro","28208","8","4","NC"
"1411 S Tryon St","UAU1aSlqgrZwZ847npH37w","Restaurants, American (Traditional), American (New)","Charlotte",True,"35","-81","Tavern On The Tracks","28203","183","3","NC"
"1201 W 4th St Ext","M1AvDkm6oi0wAy4-l_xiJQ","Active Life, Dog Parks, Parks","Charlotte",True,"35","-81","Frazier Park","28202","40","4","NC"
"10660 S Tryon St, Ste 2","6EbG7sC6zUwviQix2twAEg","Office Cleaning, Professional Services, Home Cleaning, Home Services","Charlotte",True,"35","-81","Spotless","28273","7","4","NC"
"4400 Sharon Rd","Veo9qcNv9aOLA0w0_fPtMQ","Ice Cream & Frozen Yogurt, Food","Charlotte",True,"35","-81","Nom Nom Hibachi Ice Cream","28211","5","5","NC"
"4525 Park Rd, Ste B-101","2gS2opOiCAyL_Q99QiqiFw","Real Estate Services, Home Services, Real Estate, Property Management, Commercial Real Estate","Charlotte",True,"35","-81","PMP Carolinas","28209","6","4","NC"
"3305 Scott Futrell Dr","fMnCgqClh3nfT35R8rjXaw","Gas Stations, Automotive, Beer, Wine & Spirits, Food, Convenience Stores","Charlotte",True,"35","-81","Shell Station","28208","4","3","NC"
"7828 Rea Rd","3OKwP3ylofhDJDtWJQu5GQ","Restaurants, Mediterranean","Charlotte",False,"35","-81","Kabob Grill","28277","87","4","NC"
"215 E Exmore St","krM91L2J4x0Wv3RzEwcEbA","Restaurants, Diners, Southern","Charlotte",True,"35","-81","Tryon House Restaurant","28217","92","4","NC"
"6324 Fairview Rd, Ste 160-112","47h0gyvH9zxU0FOo5cPLrQ","Shopping, Beauty & Spas, Tanning, Cosmetics & Beauty Supply, Skin Care","Charlotte",True,"35","-81","Botanical Tans","28210","46","5","NC"
"100 N Tryon St","E-NUBNVPa4B6iQ6mdV4Jag","Shopping, Venues & Event Spaces, Event Planning & Services, Shopping Centers","Charlotte",True,"35","-81","Founders Hall","28202","10","3","NC"
"Arboretum Shopping Ctr","eFMqG_kgSrAjiaR-xahTfA","Hot Dogs, Burgers, Fast Food, Restaurants","Charlotte",False,"35","-81","McDonald's","28202","4","1","NC"
"8546 University City Blvd","VK_JxTxnqh00bqrk1LYnSg","Jewelry Repair, Local Services, Jewelry, Shopping, Watch Repair","Charlotte",True,"35","-81","Brownlee Jewelers","28213","7","2","NC"
"16631 Lancaster Hwy, Ste 105","fAtP5kaGCLvrOE_cRShFCQ","Shopping, Flooring, Contractors, Home Services, Kitchen & Bath, Home & Garden","Charlotte",True,"35","-81","Dolce Casa Tile Boutique","28277","3","4","NC"
"1501 South Blvd","KLVE030wJLPvW9aZ8tv1RQ","Restaurants, Bagels, Food","Charlotte",True,"35","-81","Einstein Bros Bagels","28203","89","3","NC"
"8470 Bellhaven Blvd","FCzezfDt-WtSix--9pLjhg","American (Traditional), Restaurants","Charlotte",False,"35","-81","Barefooters Neighborhood Grille","28214","3","2","NC"
"101 W Worthington Ave","B4lOfID8zfmRvt1r16E1AQ","Venues & Event Spaces, Event Planning & Services","Charlotte",True,"35","-81","Byron's South End","28203","8","4","NC"
"4400 Sharon Rd","JZDWc1K2bG23Cv8X_JlA7Q","Cosmetics & Beauty Supply, Beauty & Spas, Shopping","Charlotte",True,"35","-81","Sephora","28211","26","4","NC"
"1221 N Wendover Rd","NAnDoTRVraruuiJoc1TRrg","Self Storage, Local Services","Charlotte",True,"35","-81","American Store & Lock","28211","3","3","NC"
"325 Arlington Ave, Ste 110","b5oveF1_mEN9Q2pO6E-hPA","Cosmetic Surgeons, Beauty & Spas, Health & Medical, Doctors, Medical Spas","Charlotte",True,"35","-81","The Cosmetic Concierge","28203","3","4","NC"
"210 E Trade St","vgD29kMJ1WdTg-sUTLgBrg","Food, Desserts","Charlotte",True,"35","-81","Insomnia Cookies","28202","40","4","NC"
"4391 Central Ave","mryzCUoL9kyytCOcbpymkA","Drugstores, Pharmacy, Shopping, Health & Medical","Charlotte",True,"35","-81","CVS Pharmacy","28205","3","3","NC"
"6530 Fairview Rd","9tn0zETs3sHA0oR0H2zukQ","Restaurants, American (Traditional)","Charlotte",False,"35","-81","Harper's ToGoGo","28210","3","4","NC"
"1708B Harris Houston Rd","t7H4LGhkgANxt-g7tUcMow","Nail Salons, Beauty & Spas, Hair Removal, Waxing","Charlotte",True,"35","-81","Ana Liz Nail Salon & Spa","28262","8","2","NC"
"923 Kings Dr","H8BVK2UH9F1oc7iMrAP5uA","Gas Stations, Food, Automotive, Convenience Stores","Charlotte",True,"35","-81","Shell","28204","4","2","NC"
"14147 Rivergate Pkwy","XodaGS_0X0tQUCUjzNBFmQ","Shopping, Fashion, Men's Clothing, Women's Clothing","Charlotte",True,"35","-81","Old Navy","28273","5","3","NC"
"4333 Motorsports Drive SW","yHVzeHW0YU97YJxW0wWTpA","Education, Driving Schools, Specialty Schools","Charlotte",False,"35","-81","Speedtech Auto Racing School","28269","5","2","NC"
"1914 Jn Pease Pl","MIP-j6Za-mHaB15RFoA31A","Real Estate, Real Estate Services, Home Services, Property Management","Charlotte",True,"35","-81","Northpoint Asset Management","28262","3","3","NC"
"2504 Little Rock Rd, Ste C","rrExJZcQaLa8Omd-NSjtcg","Cantonese, Restaurants, Chinese","Charlotte",True,"35","-81","Hop Feng Kitchen","28214","20","4","NC"
"4100 Pineville Matthews Rd","02LPDp1m9V8EcS79dT7xMw","Country Clubs, Golf, Arts & Entertainment, Active Life","Charlotte",True,"35","-81","Cedarwood Country Club","28226","6","4","NC"
"2730 Randolph Rd","767U9ayo6pEyY1NaAlbfgg","Museums, Arts & Entertainment, Art Museums","Charlotte",True,"35","-81","Mint Museum Randolph","28207","28","4","NC"
"8550 University City Blvd","vvf3Fxyaxt-9vpefnL4HrA","Food, Ice Cream & Frozen Yogurt","Charlotte",False,"35","-81","TCBY","28213","5","4","NC"
"16015 Lancaster Highway, Suite C","JZs2T3Ykzqw7QoAKgyISkg","American (Traditional), Restaurants, Pizza, Food, Do-It-Yourself Food","Charlotte",True,"35","-81","Papa Murphy's","28277","19","4","NC"
"8140 Providence Rd, Ste 300","KU7eFCdA47v6zeKF3a7j6A","Restaurants, Southern","Charlotte",True,"35","-81","New South Kitchen & Bar","28277","169","4","NC"
"1714 S Blvd","SVh3dQ62oXkL6MHPjQh8Tw","Restaurants, Nightlife, Seafood, Bars, Sports Bars","Charlotte",False,"35","-81","Vinnie's Sardine Grill & Raw Bar","28203","43","3","NC"
"9110 Monroe Rd","1bZvR39k_a57MODOKKq29w","Automotive, Oil Change Stations, Auto Repair","Charlotte",True,"35","-81","Valvoline Instant Oil Change","28270","6","5","NC"
"14825 Ballantyne Village Way, Ste 100","10c6sIFdsH3g51VooGRwAA","Bars, Restaurants, Nightlife, American (New), Pubs","Charlotte",True,"35","-81","Blackfinn Ameripub","28277","92","3","NC"
"5501 Josh Birmingham Pkwy; Concourse D","qKdqQAgUepS1rF_FTtScgQ","Food, Ice Cream & Frozen Yogurt","Charlotte",True,"35","-81","Pinkberry","28208","37","3","NC"
"231 N Tryon St","MTCyh5VqkKp1LIvfeI-TTg","Bistros, Restaurants, Nightlife, Breakfast & Brunch, Wine Bars, American (New), Bars","Charlotte",True,"35","-81","Wooden Vine Wine Bar & Bistro","28202","151","4","NC"
"5600 Albemarle Rd, Ste 800","5G0cEcOxAwoPOhGV_B5VlA","Chinese, Restaurants","Charlotte",True,"35","-81","China Jade","28212","13","3","NC"
"625 S Sharon Amity Rd","_sEoxHbVaEpa43IAJ-nWAw","Arts & Entertainment, Art Galleries, Shopping","Charlotte",True,"35","-81","Jerald Melberg Gallery","28211","3","4","NC"
"1039 Alleghany St","N58HrX8yS6i1wiXQtaFJnQ","Automotive, Oil Change Stations, Tires, Auto Repair","Charlotte",True,"35","-81","Goodyear Auto Service Center","28208","4","3","NC"
"3635 Mt Holly-Huntersville Rd","CWzdDb0R73D9o0EZK0H4gg","Boxing, Fitness & Instruction, Active Life, Gyms","Charlotte",True,"35","-81","9Round Mt. Island Lake","28216","4","5","NC"
"4035 South Blvd","0h62CzgibrQTTSUfNdNNjA","Discount Store, Shopping, Thrift Stores, Antiques","Charlotte",True,"35","-81","Hidden Treasures","28209","3","3","NC"
"Bevington Pl & Rea Rd","hXdPvNlLUe__qULgihVWhw","Active Life, Parks","Charlotte",True,"35","-81","Four Mile, McMullen, and Lower McAlpine Creeks Greenways","28277","26","5","NC"
"8316 E Medical Plaza Dr","QFQ6XBax_hJFGyqjb-TZAQ","Shopping, Eyewear & Opticians, Optometrists, Health & Medical","Charlotte",True,"35","-81","University Eye Associates","28262","23","4","NC"
"11120 Ballantyne Crossing Ave","AloiHVdnxoRuuOOrggEdhg","Venues & Event Spaces, Arts & Entertainment, Event Planning & Services, Active Life, Country Clubs, Social Clubs, Golf","Charlotte",True,"35","-81","Ballantyne Country Club","28277","10","5","NC"
"15830 Ballantyne Medical Pl, Ste 120","sD7h23088QLlUDsqmBL34g","Dentists, Teeth Whitening, Cosmetic Dentists, Health & Medical, Beauty & Spas, General Dentistry, Medical Centers","Charlotte",True,"35","-81","Carolina Dental","28277","3","3","NC"
"6701 E Independence Blvd","3S3hHLojKf24lohor730kQ","Pet Stores, Pets","Charlotte",True,"35","-81","Pet Supermarket","28212","3","3","NC"
"10925 Metromont Pkwy","nMvR4immSCcNv_lBxxOOfw","Local Services","Charlotte",True,"35","-81","Advanced Disposal Service","28269","4","1","NC"
"1848 Galleria Blvd, Ste K","xSs1Z1OrWC_KmhY0SPKJ1Q","Japanese, Desserts, Restaurants, Chicken Wings, Food, Noodles, Sushi Bars","Charlotte",True,"35","-81","Shiki Japanese Restaurant","28270","91","4","NC"
"425 S Tryon St","FEuplTASIvFlNQdmDQnSuQ","Venues & Event Spaces, Parks, Active Life, Event Planning & Services","Charlotte",True,"35","-81","The Green","28202","34","5","NC"
"4701 Hedgemore Dr, Ste 816","Nsb8y82b4F5_Cx46XEncMQ","Home Services, Real Estate","Charlotte",True,"35","-81","CAMS Community Association Management","28209","4","2","NC"
"510 E 35th St","A39hz1DwMkofh4lyBKJNmw","Beauty & Spas, Tattoo","Charlotte",True,"35","-81","510 Expert Tattoo","28205","36","4","NC"
"7741 Colony Rd, Ste A4","7Nz4kTghhicjsR23GYMlLg","Chinese, Restaurants","Charlotte",True,"35","-81","Jade Dragon","28226","64","4","NC"
